,area_type,availability,location,size_bhk,total_sqft,bath,price
6710,Super built-up  Area,Ready To Move,Thubarahalli,2,1085.0,2.0,70.0
6711,Built-up  Area,Ready To Move,Thubarahalli,2,1216.0,2.0,80.0
6712,Super built-up  Area,Ready To Move,Thubarahalli,2,1200.0,2.0,79.0
6713,Super built-up  Area,Ready To Move,Thubarahalli,2,1200.0,2.0,80.0
6714,Super built-up  Area,Ready To Move,Thubarahalli,2,1200.0,2.0,79.55
6716,Built-up  Area,Ready To Move,Thubarahalli,3,2625.0,3.0,175.0
6717,Super built-up  Area,Ready To Move,Thubarahalli,2,975.0,2.0,50.0
6719,Super built-up  Area,Ready To Move,Thubarahalli,3,1584.0,3.0,101.0
6720,Plot  Area,Ready To Move,Thyagaraja Nagar,1,800.0,1.0,100.0
6721,Super built-up  Area,Ready To Move,Thyagaraja Nagar,5,2000.0,4.0,145.0
6722,Super built-up  Area,Ready To Move,Thyagaraja Nagar,3,1270.0,2.0,95.25
6723,Super built-up  Area,Ready To Move,Thyagaraja Nagar,2,1040.0,2.0,68.0
6724,Plot  Area,Ready To Move,Tindlu,3,1500.0,2.0,87.0
6725,Built-up  Area,Ready To Move,Tindlu,7,7500.0,7.0,400.0
6726,Super built-up  Area,Ready To Move,Tindlu,3,1357.0,2.0,65.0
6727,Plot  Area,Ready To Move,Tindlu,3,1500.0,3.0,87.0
6728,Built-up  Area,Ready To Move,Tindlu,3,1370.07,3.0,65.0
6729,Built-up  Area,Ready To Move,Tindlu,2,1165.0,2.0,59.8
6730,Super built-up  Area,Ready To Move,Tindlu,2,1050.0,2.0,55.0
6731,Super built-up  Area,Ready To Move,Tindlu,2,1100.0,2.0,55.0
6732,Super built-up  Area,Ready To Move,Tumkur Road,3,1500.0,3.0,95.0
6733,Super built-up  Area,Ready To Move,Tumkur Road,3,1779.0,3.0,112.0
6734,Super built-up  Area,At available date,Tumkur Road,3,1586.0,3.0,100.0
6735,Super built-up  Area,Ready To Move,Tumkur Road,2,1098.0,2.0,72.0
6736,Super built-up  Area,Ready To Move,Tumkur Road,3,1354.0,3.0,90.0
6737,Super built-up  Area,Ready To Move,Tumkur Road,3,1240.0,2.0,84.0
6738,Super built-up  Area,At available date,Tumkur Road,2,1239.0,2.0,82.0
6739,Super built-up  Area,At available date,Tumkur Road,2,1246.0,2.0,82.0
6740,Super built-up  Area,Ready To Move,Tumkur Road,3,1500.0,3.0,100.0
6742,Super built-up  Area,Ready To Move,Tumkur Road,3,1416.0,3.0,94.0
6743,Super built-up  Area,At available date,Tumkur Road,2,1027.0,2.0,60.0
6744,Super built-up  Area,Ready To Move,Tumkur Road,2,1027.0,2.0,68.62
6745,Super built-up  Area,Ready To Move,Tumkur Road,3,1459.0,2.0,95.0
6746,Super built-up  Area,Ready To Move,Tumkur Road,2,992.0,2.0,60.0
6747,Super built-up  Area,Ready To Move,Tumkur Road,2,1066.0,2.0,52.5
6748,Super built-up  Area,Ready To Move,Tumkur Road,3,1240.0,2.0,79.0
6749,Super built-up  Area,At available date,Tumkur Road,3,1441.0,2.0,95.0
6750,Super built-up  Area,At available date,Tumkur Road,3,1240.0,2.0,83.0
6751,Super built-up  Area,At available date,Tumkur Road,2,1027.0,2.0,67.0
6753,Super built-up  Area,Ready To Move,Tumkur Road,3,1354.0,3.0,85.86
6754,Super built-up  Area,Ready To Move,Ulsoor,3,2135.0,3.0,215.0
6755,Built-up  Area,Ready To Move,Ulsoor,2,1275.0,2.0,120.0
6756,Built-up  Area,Ready To Move,Ulsoor,3,1020.0,3.0,110.0
6757,Super built-up  Area,At available date,Ulsoor,2,1200.0,2.0,60.0
6758,Built-up  Area,Ready To Move,Ulsoor,2,1180.0,2.0,100.0
6759,Built-up  Area,Ready To Move,Ulsoor,3,1340.0,3.0,90.0
6760,Super built-up  Area,Ready To Move,Ulsoor,3,1500.0,2.0,125.0
6761,Super built-up  Area,Ready To Move,Ulsoor,3,2000.0,3.0,185.0
6762,Super built-up  Area,Ready To Move,Ulsoor,2,1255.0,2.0,120.0
6763,Super built-up  Area,Ready To Move,Ulsoor,3,1685.0,4.0,185.0
6765,Super built-up  Area,Ready To Move,Ulsoor,3,2135.0,3.0,170.0
6766,Plot  Area,Ready To Move,Ulsoor,2,1160.0,2.0,130.0
6767,Built-up  Area,Ready To Move,Uttarahalli,3,1440.0,2.0,62.0
6768,Built-up  Area,Ready To Move,Uttarahalli,2,1143.0,2.0,45.0
6769,Built-up  Area,Ready To Move,Uttarahalli,2,1020.0,2.0,45.0
6770,Super built-up  Area,Ready To Move,Uttarahalli,2,1286.0,2.0,63.0
6771,Super built-up  Area,Ready To Move,Uttarahalli,2,1101.0,2.0,45.0
6773,Super built-up  Area,Ready To Move,Uttarahalli,2,1175.0,2.0,47.0
6774,Super built-up  Area,Ready To Move,Uttarahalli,3,1390.0,2.0,62.55
6775,Super built-up  Area,Ready To Move,Uttarahalli,3,1330.0,2.0,56.0
6776,Super built-up  Area,Ready To Move,Uttarahalli,2,1008.0,2.0,45.0
6777,Super built-up  Area,Ready To Move,Uttarahalli,3,1390.0,2.0,60.47
6778,Super built-up  Area,Ready To Move,Uttarahalli,3,1617.0,3.0,66.68
6779,Built-up  Area,Ready To Move,Uttarahalli,2,1150.0,2.0,49.0
6780,Super built-up  Area,Ready To Move,Uttarahalli,3,1330.0,2.0,56.0
6781,Super built-up  Area,Ready To Move,Uttarahalli,2,1200.0,2.0,44.0
6784,Built-up  Area,Ready To Move,Uttarahalli,2,882.0,2.0,30.0
6785,Super built-up  Area,Ready To Move,Uttarahalli,2,993.0,2.0,39.71
6786,Super built-up  Area,Ready To Move,Uttarahalli,2,1045.0,2.0,45.0
6787,Built-up  Area,Ready To Move,Uttarahalli,2,850.0,2.0,37.93
6789,Super built-up  Area,Ready To Move,Uttarahalli,3,1345.0,2.0,57.0
6790,Super built-up  Area,Ready To Move,Uttarahalli,2,1089.0,2.0,43.55
6792,Super built-up  Area,Ready To Move,Uttarahalli,2,1279.0,2.0,48.0
6794,Super built-up  Area,Ready To Move,Uttarahalli,3,1425.0,2.0,64.0
6795,Super built-up  Area,Ready To Move,Uttarahalli,2,1155.0,2.0,40.42
6796,Super built-up  Area,Ready To Move,Uttarahalli,2,1050.0,2.0,42.0
6797,Super built-up  Area,Ready To Move,Uttarahalli,3,1300.0,2.0,55.0
6798,Built-up  Area,Ready To Move,Uttarahalli,3,1250.0,2.0,55.0
6799,Built-up  Area,Ready To Move,Uttarahalli,3,1200.0,3.0,50.0
6800,Built-up  Area,Ready To Move,Uttarahalli,2,1085.0,2.0,43.0
6802,Super built-up  Area,Ready To Move,Uttarahalli,2,1175.0,2.0,47.0
6803,Super built-up  Area,Ready To Move,Uttarahalli,2,1175.0,2.0,47.0
6804,Super built-up  Area,Ready To Move,Uttarahalli,3,1215.0,2.0,52.85
6806,Super built-up  Area,At available date,Uttarahalli,2,1325.0,2.0,53.0
6807,Super built-up  Area,Ready To Move,Uttarahalli,3,1300.0,2.0,60.0
6808,Built-up  Area,Ready To Move,Uttarahalli,2,850.0,2.0,35.0
6810,Super built-up  Area,Ready To Move,Uttarahalli,3,1360.0,2.0,61.2
6811,Super built-up  Area,Ready To Move,Uttarahalli,2,1134.0,2.0,45.36
6813,Super built-up  Area,At available date,Uttarahalli,3,1320.0,2.0,55.44
6814,Super built-up  Area,Ready To Move,Uttarahalli,3,1390.0,2.0,61.16
6815,Built-up  Area,Ready To Move,Uttarahalli,2,1090.0,2.0,45.0
6816,Super built-up  Area,Ready To Move,Uttarahalli,2,1050.0,2.0,42.0
6817,Super built-up  Area,Ready To Move,Uttarahalli,2,1123.0,2.0,48.0
6818,Super built-up  Area,Ready To Move,Uttarahalli,3,1329.0,2.0,56.0
6819,Super built-up  Area,Ready To Move,Uttarahalli,2,938.0,2.0,35.0
6822,Super built-up  Area,Ready To Move,Uttarahalli,2,1100.0,1.0,45.0
6823,Super built-up  Area,Ready To Move,Uttarahalli,2,1125.0,2.0,47.0
6825,Super built-up  Area,Ready To Move,Uttarahalli,3,1390.0,2.0,62.55
6827,Super built-up  Area,Ready To Move,Uttarahalli,2,1180.0,2.0,41.3
6829,Built-up  Area,Ready To Move,Uttarahalli,2,1160.0,2.0,45.0
6830,Super built-up  Area,At available date,Uttarahalli,3,1280.0,2.0,60.0
6832,Super built-up  Area,Ready To Move,Uttarahalli,2,1190.0,2.0,53.55
6833,Super built-up  Area,Ready To Move,Uttarahalli,3,1330.0,2.0,57.0
6834,Super built-up  Area,Ready To Move,Uttarahalli,3,1560.0,3.0,74.0
6836,Super built-up  Area,Ready To Move,Uttarahalli,2,1125.0,2.0,48.0
6837,Super built-up  Area,At available date,Uttarahalli,3,1320.0,2.0,55.44
6839,Super built-up  Area,Ready To Move,Uttarahalli,2,1160.0,2.0,40.6
6841,Super built-up  Area,Ready To Move,Uttarahalli,2,1065.0,2.0,42.59
6842,Super built-up  Area,Ready To Move,Uttarahalli,2,1075.0,2.0,46.76
6843,Super built-up  Area,Ready To Move,Uttarahalli,2,1155.0,2.0,40.6
6846,Super built-up  Area,Ready To Move,Uttarahalli,3,1215.0,2.0,52.85
6848,Super built-up  Area,Ready To Move,Uttarahalli,2,1180.0,2.0,41.3
6851,Super built-up  Area,At available date,Uttarahalli,2,1002.0,2.0,40.08
6852,Built-up  Area,Ready To Move,Uttarahalli,2,1002.0,2.0,40.08
6853,Super built-up  Area,Ready To Move,Uttarahalli,2,1075.0,2.0,40.0
6855,Super built-up  Area,Ready To Move,Uttarahalli,2,1155.0,2.0,40.43
6856,Super built-up  Area,Ready To Move,Uttarahalli,2,1025.0,2.0,35.88
6857,Super built-up  Area,Ready To Move,Uttarahalli,2,1125.0,2.0,47.65
6858,Super built-up  Area,Ready To Move,Uttarahalli,2,1300.0,2.0,55.0
6859,Super built-up  Area,Ready To Move,Uttarahalli,2,1025.0,2.0,35.88
6860,Built-up  Area,Ready To Move,Uttarahalli,2,980.0,2.0,45.0
6861,Super built-up  Area,Ready To Move,Uttarahalli,2,1125.0,2.0,47.0
6866,Super built-up  Area,Ready To Move,Uttarahalli,2,1175.0,2.0,47.0
6869,Super built-up  Area,At available date,Uttarahalli,3,1525.0,2.0,62.82
6872,Super built-up  Area,Ready To Move,Uttarahalli,2,1213.0,2.0,48.0
6874,Super built-up  Area,Ready To Move,Uttarahalli,2,900.0,2.0,35.0
6875,Super built-up  Area,At available date,Uttarahalli,2,1065.0,2.0,42.6
6878,Super built-up  Area,Ready To Move,Uttarahalli,2,1125.0,2.0,47.0
6879,Super built-up  Area,Ready To Move,Uttarahalli,3,1270.0,2.0,55.25
6880,Super built-up  Area,Ready To Move,Uttarahalli,3,1270.0,2.0,55.25
6881,Super built-up  Area,Ready To Move,Uttarahalli,2,1107.0,2.0,45.0
6882,Built-up  Area,Ready To Move,Uttarahalli,2,1200.0,2.0,55.0
6884,Super built-up  Area,Ready To Move,Uttarahalli,3,1500.0,3.0,68.0
6885,Built-up  Area,Ready To Move,Uttarahalli,2,1120.0,2.0,50.0
6886,Super built-up  Area,Ready To Move,Uttarahalli,2,1150.0,2.0,46.0
6887,Super built-up  Area,Ready To Move,Uttarahalli,3,1330.0,2.0,58.0
6889,Super built-up  Area,Ready To Move,Uttarahalli,2,1050.0,2.0,42.0
6890,Super built-up  Area,Ready To Move,Uttarahalli,2,1125.0,2.0,48.0
6891,Super built-up  Area,Ready To Move,Uttarahalli,3,1345.0,2.0,57.0
6892,Super built-up  Area,Ready To Move,Uttarahalli,3,1345.0,2.0,57.0
6894,Super built-up  Area,At available date,Uttarahalli,2,1037.0,2.0,36.0
6896,Super built-up  Area,Ready To Move,Uttarahalli,2,1000.0,2.0,39.5
6897,Built-up  Area,Ready To Move,Uttarahalli,2,1125.0,1.0,45.0
6898,Super built-up  Area,At available date,Uttarahalli,3,1308.0,2.0,53.0
6899,Super built-up  Area,Ready To Move,Uttarahalli,2,1160.0,2.0,40.58
6901,Built-up  Area,Ready To Move,Uttarahalli,2,1000.0,2.0,35.0
6902,Super built-up  Area,Ready To Move,Uttarahalli,3,1330.0,2.0,57.0
6903,Super built-up  Area,Ready To Move,Uttarahalli,2,1125.0,2.0,47.0
6904,Built-up  Area,Ready To Move,Uttarahalli,2,1165.0,1.0,42.09
6905,Super built-up  Area,Ready To Move,Uttarahalli,2,1260.0,2.0,55.0
6906,Super built-up  Area,Ready To Move,Uttarahalli,2,1284.0,2.0,53.36
6907,Super built-up  Area,Ready To Move,Uttarahalli,2,1150.0,2.0,45.99
6909,Super built-up  Area,Ready To Move,Uttarahalli,3,1290.0,2.0,56.12
6910,Super built-up  Area,Ready To Move,Uttarahalli,3,1328.0,2.0,56.0
6911,Super built-up  Area,Ready To Move,Uttarahalli,2,1040.0,2.0,36.4
6912,Super built-up  Area,Ready To Move,Uttarahalli,3,1290.0,2.0,56.12
6914,Super built-up  Area,Ready To Move,Uttarahalli,2,1075.0,2.0,46.76
6915,Super built-up  Area,Ready To Move,Uttarahalli,3,1345.0,2.0,57.0
6916,Built-up  Area,Ready To Move,Varthur,2,1160.0,2.0,44.0
6917,Super built-up  Area,At available date,Varthur,2,1385.0,2.0,80.0
6919,Built-up  Area,Ready To Move,Varthur,2,1024.0,2.0,42.0
6920,Super built-up  Area,Ready To Move,Varthur,2,1125.0,2.0,40.0
6921,Super built-up  Area,Ready To Move,Varthur,2,1112.0,2.0,40.0
6922,Super built-up  Area,At available date,Varthur,2,1055.0,2.0,45.35
6923,Super built-up  Area,Ready To Move,Varthur,2,1280.0,2.0,65.0
6924,Super built-up  Area,Ready To Move,Varthur,2,977.0,2.0,36.0
6925,Super built-up  Area,Ready To Move,Varthur,3,1250.0,3.0,71.0
6926,Plot  Area,At available date,Varthur,3,1200.0,3.0,67.75
6927,Super built-up  Area,Ready To Move,Varthur,2,1111.0,2.0,41.88
6928,Super built-up  Area,Ready To Move,Varthur,2,1140.0,2.0,55.5
6929,Super built-up  Area,At available date,Varthur,2,1012.0,2.0,59.0
6930,Super built-up  Area,Ready To Move,Varthur,2,1140.0,2.0,39.9
6931,Super built-up  Area,Ready To Move,Varthur,2,1090.0,2.0,48.0
6932,Super built-up  Area,Ready To Move,Varthur,3,1450.0,3.0,71.0
6933,Built-up  Area,Ready To Move,Varthur,2,1210.0,2.0,60.0
6934,Super built-up  Area,At available date,Varthur,2,1070.0,2.0,46.0
6935,Super built-up  Area,Ready To Move,Varthur,3,1360.0,2.0,85.0
6936,Super built-up  Area,Ready To Move,Varthur,2,965.0,2.0,34.0
6937,Super built-up  Area,At available date,Varthur,2,1120.0,2.0,44.24
6938,Super built-up  Area,Ready To Move,Varthur,3,1395.0,2.0,79.0
6939,Super built-up  Area,At available date,Varthur,2,1085.0,2.0,45.0
6940,Super built-up  Area,Ready To Move,Varthur,2,1250.0,2.0,47.0
6941,Plot  Area,At available date,Varthur,3,1200.0,3.0,68.38
6943,Built-up  Area,At available date,Varthur,2,1155.0,2.0,60.0
6944,Super built-up  Area,Ready To Move,Varthur,2,1035.0,2.0,60.0
6945,Super built-up  Area,Ready To Move,Varthur,2,1155.0,2.0,39.0
6946,Super built-up  Area,At available date,Varthur,2,1180.0,2.0,55.0
6948,Super built-up  Area,Ready To Move,Varthur,2,1738.0,2.0,57.35
6949,Super built-up  Area,At available date,Varthur,2,1045.0,2.0,40.65
6950,Super built-up  Area,Ready To Move,Varthur,2,1155.0,2.0,39.0
6952,Super built-up  Area,At available date,Varthur,2,1210.0,2.0,64.15
6954,Super built-up  Area,Ready To Move,Varthur,2,1105.0,2.0,38.0
6955,Super built-up  Area,Ready To Move,Varthur,3,1560.0,3.0,90.0
6956,Super built-up  Area,At available date,Varthur,2,1760.0,2.0,85.0
6957,Super built-up  Area,Ready To Move,Varthur,2,1210.0,2.0,54.0
6958,Super built-up  Area,Ready To Move,Varthur,2,1112.0,2.0,40.0
6960,Super built-up  Area,At available date,Varthur,2,1000.0,1.0,65.0
6962,Super built-up  Area,At available date,Varthur Road,2,900.0,2.0,27.0
6963,Built-up  Area,Ready To Move,Varthur Road,2,1277.0,2.0,59.0
6964,Super built-up  Area,Ready To Move,Varthur Road,3,1247.0,2.0,58.0
6965,Super built-up  Area,Ready To Move,Varthur Road,2,1050.0,2.0,42.7
6966,Super built-up  Area,At available date,Varthur Road,2,1255.0,2.0,52.76
6968,Super built-up  Area,At available date,Varthur Road,2,1033.0,2.0,32.0
6969,Super built-up  Area,At available date,Varthur Road,2,1140.0,2.0,49.11
6970,Super built-up  Area,At available date,Varthur Road,2,850.0,2.0,25.4
6971,Built-up  Area,Ready To Move,Vasanthapura,2,1022.0,2.0,40.0
6972,Super built-up  Area,Ready To Move,Vasanthapura,2,1135.0,2.0,39.73
6973,Super built-up  Area,Ready To Move,Vasanthapura,2,995.0,2.0,34.82
6974,Super built-up  Area,Ready To Move,Vasanthapura,2,995.0,2.0,34.82
6975,Super built-up  Area,Ready To Move,Vasanthapura,2,1037.0,2.0,36.28
6976,Super built-up  Area,Ready To Move,Vasanthapura,2,978.0,2.0,34.22
6977,Super built-up  Area,Ready To Move,Vasanthapura,2,1037.0,2.0,36.28
6978,Plot  Area,Ready To Move,Vidyaranyapura,2,1440.0,2.0,95.0
6979,Super built-up  Area,Ready To Move,Vidyaranyapura,2,1062.0,2.0,38.0
6980,Built-up  Area,Ready To Move,Vidyaranyapura,2,1200.0,2.0,55.0
6982,Built-up  Area,Ready To Move,Vidyaranyapura,2,1060.0,2.0,55.0
6983,Super built-up  Area,Ready To Move,Vidyaranyapura,2,1100.0,2.0,54.0
6984,Built-up  Area,Ready To Move,Vidyaranyapura,3,1440.0,2.0,70.0
6985,Super built-up  Area,Ready To Move,Vidyaranyapura,2,1100.0,2.0,54.0
6986,Super built-up  Area,Ready To Move,Vidyaranyapura,2,1000.0,2.0,35.0
6988,Built-up  Area,Ready To Move,Vidyaranyapura,2,1120.0,2.0,70.0
6989,Built-up  Area,Ready To Move,Vidyaranyapura,2,945.0,2.0,40.0
6990,Super built-up  Area,Ready To Move,Vidyaranyapura,2,1100.0,2.0,54.0
6991,Super built-up  Area,Ready To Move,Vidyaranyapura,3,1200.0,2.0,65.0
6992,Built-up  Area,Ready To Move,Vidyaranyapura,2,1200.0,2.0,52.0
6993,Built-up  Area,Ready To Move,Vidyaranyapura,2,1050.0,2.0,50.0
6994,Super built-up  Area,At available date,Vidyaranyapura,2,1188.0,2.0,50.0
6995,Super built-up  Area,Ready To Move,Vidyaranyapura,3,1100.0,2.0,75.0
6996,Super built-up  Area,Ready To Move,Vidyaranyapura,3,1100.0,2.0,72.0
6997,Built-up  Area,Ready To Move,Vidyaranyapura,4,2400.0,5.0,135.0
6998,Super built-up  Area,Ready To Move,Vidyaranyapura,2,1100.0,2.0,41.0
6999,Super built-up  Area,Ready To Move,Vidyaranyapura,2,1200.0,2.0,60.5
7000,Super built-up  Area,Ready To Move,Vidyaranyapura,2,1200.0,2.0,42.0
7001,Super built-up  Area,At available date,Vijayanagar,3,1704.0,3.0,110.0
7002,Super built-up  Area,At available date,Vijayanagar,3,1933.0,3.0,129.0
7004,Super built-up  Area,Ready To Move,Vijayanagar,3,1450.0,3.0,100.0
7005,Built-up  Area,Ready To Move,Vijayanagar,3,1580.0,2.0,134.0
7006,Super built-up  Area,At available date,Vijayanagar,3,1826.0,3.0,121.0
7007,Super built-up  Area,At available date,Vijayanagar,3,1739.0,3.0,116.0
7008,Super built-up  Area,At available date,Vijayanagar,3,1490.0,3.0,100.0
7009,Super built-up  Area,At available date,Vijayanagar,2,1180.0,2.0,65.0
7010,Super built-up  Area,At available date,Vijayanagar,1,606.0,1.0,34.78
7011,Super built-up  Area,Ready To Move,Vijayanagar,2,1352.0,2.0,68.0
7012,Super built-up  Area,Ready To Move,Vijayanagar,3,1527.0,3.0,115.0
7013,Built-up  Area,Ready To Move,Vijayanagar,2,989.0,2.0,60.0
7014,Super built-up  Area,At available date,Vijayanagar,3,1520.0,2.0,103.0
7015,Super built-up  Area,At available date,Vijayanagar,3,1749.0,3.0,117.0
7016,Super built-up  Area,At available date,Vijayanagar,2,1046.0,2.0,75.0
7017,Super built-up  Area,At available date,Vijayanagar,1,606.0,1.0,40.0
7018,Super built-up  Area,Ready To Move,Vijayanagar,2,1200.0,2.0,62.0
7021,Super built-up  Area,Ready To Move,Vijayanagar,3,1760.0,3.0,140.0
7022,Super built-up  Area,At available date,Vijayanagar,3,2047.0,3.0,136.0
7023,Super built-up  Area,Ready To Move,Vijayanagar,3,1200.0,2.0,75.0
7024,Super built-up  Area,Ready To Move,Vijayanagar,2,1178.0,2.0,82.0
7025,Built-up  Area,Ready To Move,Vijayanagar,2,864.0,2.0,45.0
7026,Plot  Area,Ready To Move,Vijayanagar,4,2100.0,6.0,252.0
7027,Super built-up  Area,Ready To Move,Vijayanagar,2,920.0,2.0,60.0
7028,Super built-up  Area,Ready To Move,Vijayanagar,2,1019.0,2.0,58.0
7029,Plot  Area,Ready To Move,Vijayanagar,5,2400.0,6.0,125.0
7030,Super built-up  Area,At available date,Vijayanagar,2,1180.0,2.0,86.0
7031,Super built-up  Area,At available date,Vijayanagar,2,1046.0,2.0,49.06
7032,Built-up  Area,Ready To Move,Vijayanagar,1,2400.0,2.0,230.0
7033,Super built-up  Area,At available date,Vijayanagar,1,492.0,1.0,40.0
7035,Plot  Area,Ready To Move,Vishveshwarya Layout,1,750.0,1.0,30.0
7036,Built-up  Area,Ready To Move,Vishveshwarya Layout,4,2000.0,4.0,75.0
7037,Super built-up  Area,Ready To Move,Vishveshwarya Layout,6,2100.0,6.0,92.0
7038,Plot  Area,Ready To Move,Vishveshwarya Layout,4,2000.0,3.0,90.0
7039,Super built-up  Area,Ready To Move,Vishwapriya Layout,2,820.0,2.0,30.0
7040,Super built-up  Area,Ready To Move,Vishwapriya Layout,2,770.0,2.0,30.0
7041,Super built-up  Area,Ready To Move,Vishwapriya Layout,2,910.0,2.0,36.0
7042,Super built-up  Area,Ready To Move,Vishwapriya Layout,2,890.0,2.0,37.0
7043,Super built-up  Area,Ready To Move,Vittasandra,2,1404.0,2.0,71.0
7044,Super built-up  Area,Ready To Move,Vittasandra,2,1246.0,2.0,67.0
7045,Super built-up  Area,Ready To Move,Vittasandra,2,1404.0,2.0,69.3
7046,Super built-up  Area,Ready To Move,Vittasandra,2,1246.0,2.0,67.3
7047,Super built-up  Area,Ready To Move,Vittasandra,2,1246.0,2.0,64.5
7048,Super built-up  Area,Ready To Move,Vittasandra,2,1246.0,2.0,64.5
7049,Super built-up  Area,Ready To Move,Vittasandra,2,1246.0,2.0,68.0
7051,Super built-up  Area,Ready To Move,Vittasandra,2,1238.0,2.0,67.0
7052,Super built-up  Area,Ready To Move,Vittasandra,2,1404.0,2.0,75.0
7053,Super built-up  Area,Ready To Move,Vittasandra,2,1246.0,2.0,65.0
7054,Super built-up  Area,Ready To Move,Vittasandra,2,1238.0,2.0,67.0
7055,Super built-up  Area,Ready To Move,Vittasandra,2,1246.0,2.0,67.4
7056,Super built-up  Area,Ready To Move,Vittasandra,2,1259.0,2.0,67.4
7057,Super built-up  Area,Ready To Move,Vittasandra,2,1404.0,2.0,68.8
7058,Super built-up  Area,Ready To Move,Vittasandra,2,1246.0,2.0,62.3
7059,Super built-up  Area,Ready To Move,Vittasandra,2,1246.0,2.0,63.0
7060,Super built-up  Area,Ready To Move,Vittasandra,2,1246.0,2.0,67.4
7061,Super built-up  Area,Ready To Move,Vittasandra,2,1246.0,2.0,65.4
7063,Super built-up  Area,Ready To Move,Vittasandra,2,1238.0,2.0,67.32
7064,Super built-up  Area,Ready To Move,Vittasandra,2,1246.0,2.0,67.4
